gml_id,profile_id,dataset_id,continent,country_id,country_name,geom_accuracy,latitude,longitude,dsds,cfao_version,cfao_major_group_code,cfao_major_group,cfao_soil_unit_code,cfao_soil_unit,cwrb_version,cwrb_reference_soil_group_code,cwrb_reference_soil_group,cwrb_prefix_qualifier,cwrb_suffix_qualifier,cstx_version,cstx_order_name,cstx_suborder,cstx_great_group,cstx_subgroup,bdfi33,bdfiad,bdfifm,bdfiod,bdws33,bdwsod,cecph7,cecph8,cfgr,cfvo,clay,ecec,elco20,elco25,elco50,elcosp,nitkjd,orgc,orgm,phaq,phca,phetb1,phetm3,phetol,phkc,phnf,phprtn,phptot,phpwsl,sand,silt,tceq,totc,wg0006,wg0010,wg0033,wg0100,wg0200,wg0500,wg1500,wv0010,wv0033,wv0100,wv0500,wv1500
wosis_latest_profiles.71452,"71452","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-33.79972222,-54.79972222,"130","1974",W,Planosol,m,Mollic,"2006",PL,Planosol,,,,Alfisol,Aqualf,Albaqualf,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68672,"68672",{WD-WISE},Americas,UY,Uruguay,0.1,-33,-57.91666667,"103","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68695,"68695",{WD-WISE},Americas,UY,Uruguay,0.1,-33,-53.66666667,"90","1974",S,Solonetz,g,Gleyic,"2006",SN,Solonetz,,,"1960",Alfisol,Aqualf,Natraqualf,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68643,"68643",{WD-WISE},Americas,UY,Uruguay,0.1,-34,-53.58333333,"210","1974",Q,Arenosol,c,Cambic,"2006",AR,Arenosol,,,"1960",Entisol,Psamment,Quartzipsamment,Typic,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68641,"68641",{WD-WISE},Americas,UY,Uruguay,0.1,-31.91666667,-55.83333333,"77","1974",A,Acrisol,o,Orthic,"2006",AC,Acrisol,,,"1960",Ultisol,Udult,Rhodudult,,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68700,"68700",{WD-WISE},Americas,UY,Uruguay,0.1,-33.08333333,-55.75,"111","1974",V,Vertisol,c,Chromic,"2006",VR,Vertisol,,,"1960",Vertisol,Udert,Chromudert,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.69517,"69517","{WD-ISIS,WD-WISE}",Americas,UY,Uruguay,0.01,-34.562114,-56.415225,"110","1974",H,Phaeozem,l,Luvic,"1998",LV,Luvisol,"Luvic,Hyposodic,Cutani","Calcaric,Hyposodic,Clayic",,,,,,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68699,"68699",{WD-WISE},Americas,UY,Uruguay,0.1,-33.66666667,-57.58333333,"90","1974",V,Vertisol,p,Pellic,"2006",VR,Vertisol,,,"1960",Vertisol,Udert,Pelludert,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70921,"70921","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-32.63,-58.13972222,"100","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,,Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70887,"70887","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-31.97972222,-57.77972222,"42","1974",E,Rendzina,,,"2006",LP,Leptosol,,,,Mollisol,Udoll,Hapludoll,Typic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70855,"70855","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-33.40972222,-54.65972222,"100","1974",W,Planosol,e,Eutric,"2006",PL,Planosol,,,,Mollisol,Aquoll,Albaquoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68668,"68668",{WD-WISE},Americas,UY,Uruguay,0.1,-33.91666667,-57.08333333,"120","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70849,"70849","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-34.59,-56.91972222,"25","1974",R,Regosol,e,Eutric,"2006",RG,Regosol,,,,Mollisol,Udoll,Hapludoll,Lithic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.71450,"71450","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-34.41972222,-57.16972222,"120","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,,Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70858,"70858","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-31.17,-55.77,"236","1974",W,Planosol,e,Eutric,"2006",PL,Planosol,,,,Alfisol,Aqualf,Albaqualf,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68704,"68704",{WD-WISE},Americas,UY,Uruguay,0.1,-32.33333333,-55.16666667,"151","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Alfisol,Udalf,Hapludalf,Mollic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70891,"70891","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-33.36,-54.41972222,"100","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,,Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68650,"68650",{WD-WISE},Americas,UY,Uruguay,0.1,-32.41666667,-53.91666667,"30","1974",U,Ranker,,,"2006",UM,Umbrisol,,,"1960",Inceptisol,Umbrept,Haplumbrept,Lithic,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70808,"70808","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.1,-30.95,-56.34972222,"280","1974",A,Acrisol,o,Orthic,"2006",AC,Acrisol,,,,Ultisol,Udult,Paleudult,Rhodic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70567,"70567","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.1,-32,-57.5,"85","1974",V,Vertisol,p,Pellic,"2006",VR,Vertisol,,,,Vertisol,Udert,Pelludert,Typic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70568,"70568","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.1,-32.65,-58.06972222,"82","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,,Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70851,"70851","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-33.34972222,-57.18,"100","1974",V,Vertisol,p,Pellic,"2006",VR,Vertisol,,,,Vertisol,Udert,Pelludert,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70807,"70807","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,1,-34.4,-55,"90","1974",B,Cambisol,h,Humic,"2006",UM,Umbrisol,,,,Inceptisol,Umbrept,Haplumbrept,Typic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.67749,"67749",{WD-WISE},Americas,UY,Uruguay,0.1,-30.41666667,-57.66666667,"122","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70892,"70892","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-32.04972222,-55.38,"92","1974",H,Phaeozem,g,Gleyic,"2006",PH,Phaeozem,,,,Mollisol,Aquoll,Argiaquoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68674,"68674",{WD-WISE},Americas,UY,Uruguay,0.1,-31.83333333,-54.58333333,"100","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
